;primcmnum;subcmnum;text;username
127;77;1;"Mein Vater arbeitete sechs Tage, 48 Stunden die Woche, Stundenlohn 40 Pfennige und war während der Wintermonate arbeitslos und es gab weder Kindergeld noch Wohngeld. Sie suchen sich für Ihre Polemik gezielt ein Einzelschicksal einer anderen Epoche heraus, was vielleicht heutige Missstände relativieren soll.  Dies täuscht aber nicht über die Lebenswirklichkeit vieler Menschen in Deutschland hinweg, denen es deutlich schlechter geht als ""früher"", wenn man einen angemessenen Vergleichszeitraum wählt.  So liegt heute das reale Haushaltseinkommen der unteren 40% der Bürger unter dem Niveau von Ende der 1990er-Jahre. Die Kinder-, die Erwerbs- und die Altersarmut nimmt zu. Die Reallöhne steigen kaum, während Kapital- und Gewinneinkommen massiv ansteigen, was dann zur Verstärkung der sozialen Ungleichheit in Deutschland führt.";Ihr Schreiben ist in unserem Papierkorb eingegangen
128;78;0;„Aufseiten der gefühlten Verlierer stehen Selbstbilder und Biografien infrage, was Einsicht nicht mehr zulässt. Daran perlen auch die Aufklärungsbemühungen der liberalen Publizistik ab.“  Jetzt verstehe ich jedenfalls das Selbstbild deutscher Edeljournalisten. An der Spitze des Denkens stehend und leidend an ihrer zum eigenen Denken nicht ausreichend fähigen Leserschaft.Die fühlt einfach nur. Und lässt sich das einfach nicht wegaufklären, trotz Anleitung. Was für eine unglaubliche Arroganz.;Diedrich Grünling
129;78;1;Eigentlich spricht vor allem aus Ihrem Kommentar unglaubliche Arroganz sowie das totale Fehlen von Argumentation. Aber bei AfDlern ersetzt ja Bashing Argumentation. Funktioniert in rechten Medien, in seriösen irgendwie nicht so.;U. Witt
130;79;0;"+++ Alle diskutieren über die Verteidigung der Demokratie. Steckt dahinter ein Kampf der neuen Mittelschichten gegen die Modernisierungsverlierer? +++ Aber natürlich. Es geht um Besitzstandswahrung und ideologische Deutungshoheit. Ginge es um ""Demokratie"" (per Definition erstmal neutral ""Herrschaft des Volkes"" bzw. der Mehrheit), dann würden die scheinbaren Demokratieverteidiger eher Mehrheiten als Minderheitenpolitik machen.  Forderungen, die nicht ins ideologische Konzept passen, aber dennoch von der Mehrheit vertreten werden, würden nicht als ""populistisch"" gebrandmarkt werden. ""Verteidigung der Demokratie"" - vor allem ein ideologischer Etikettenschwindel.";kemal_acaröz
131;79;1;"Gefällt Anti-Demokraten wie Ihnen nicht - schon klar.  ""Minderheitenpolitik""? Jetzt wird alles klar: eine Masse an Propaganda im Kopf. Schon klar, nur die AfD ist ""das Volk"".";U. Witt
132;80;0;Demokratische Werte und soziale Sicherheit sollten nicht gegeneinander ausgespielt werden, es geht nur zusammen. Der Gegensatz zwischen Identitätspolitik und Sozialpolitik ist eine Spiegelfechterei, die diese Tatsache verschleiert.;Anne.
133;81;0;Eine Mittelschicht zu denen die Grünen gehören, kann  kaum neu sein! Die Grünen möchten die Gesellschaft in der Weise ergänzen, dass sie sich weiterhin als Teil der Mittelschicht fühlen können!;Kassandra von Troja
134;82;0;In einem demokratischen System ist es schwer, gegen die Mehrheit zu regieren. Wie immer man die  Merkelsche Einwanderungspolitik bewertet, nicht einmal ZON wird behaupten können, dass es dafür eine Mehrheit gab oder gibt. Das muss zu Gegenreaktionen führen. Bis jetzt sind die ziemlich verhalten, vermutlich weil die AfD erstens durch unterirdisches Personal auffällt und zweitens mit ihrer reaktionären Wirtschafts- und Sozialpolitik nicht wirklich glaubhaft für die Modernisierungsverlierer streiten kann. Wir haben eine soziale Schieflage, aber die große Koalition kriegt als einziges Thema die Ehe für alle gebacken. Das muss auch denen die Zornesröte ins Gesicht treiben, die nichts gegen Homosexuelle haben. Merkel kann es einfach nicht und sie ist nur deshalb noch oben, weil ihre politischen Gegner noch unfähiger sind. Atomausstieg ist schön, Milliardenregressansprüche für die Atomansprüche sind unschön. Saubere Energie ist schön, Umverteilung von Unten nach oben durch das EEG ist unschön. Und was diese Frau mit der Europäischen Union angerichtet hat, lässt sich nicht beschreiben, ohne gelöscht zu werden. Ich weiß, da befinde ich mich in unseren europaskeptischen Zeiten (auch dafür danke, Frau Merkel) in der Minderheit, aber die Spaltung der Europäischen Union durch Alleingänge von  Bankenrettung über Griechenland bis zur Flüchtlingspolitik, ist für mich mit Abstand das Schlimmste, was die Kanzlerin zu verantworten hat. Sie sägt am Ast, auf dem wir sitzen.;Ick buen all dor
135;82;1;Merkel ist auch an der Hitze und der Sommergrippe meiner Frau schuld. Ach ja, und an Ihrer persönlichen Unzufriedenheit in allen Aspekten sowieso. Man merkt, politisch haben Sie wenig Ahnung. Hauptsache: Merkel ist Schuld. Passt immer.;U. Witt
136;83;0;Ein ziemlich verworrener Artikel. Ich habe diesen Artikel in der Printausgabe verpasst, und ich habe aufgehört zu lesen als die AfD direkt neben Rechtsextremismus gesetzt war.  Ich dachte ich habe etwas verpasst bei dem Lesen des AfD Programms und habe noch einmal alles durchgesehen um nach Extremen zu suchen, wurde aber nicht fündig. Vielleicht kann der Schreiber des Artikels mir helfen. Wenn er es nicht kann, sollte er in Zukunft so etwas nicht mehr schreiben. Ich habe mir dann das Programm der GRÜNEN vorgenommen, und siehe da wurde ich fündig. ABSCHAFFUNG der National Staaten. Ist das schon Landesverrat, oder erst wenn nach der Forderung auch  gehandelt wird?;Jockey
137;83;1;Sie haben offensichtlich das AfD-Propgramm, die Reden auf den Parteitagen, im Bundestag und in den Landtagen noch niemals gelesen. Oder sie lügen. Und das Programm der Grünen scheinen Sie ebenfalls nicht zu können. Schon peinlich auffällig. Und dann den Autoren anklagen.;U. Witt
138;84;0;Neue, progressive Mittelschichten? Eher staatlich gepamperte sich selbst für elitär und weltverbessernd haltende Personen, die eine Ersatzreligion gefunden haben. Dabei merken diese Leute wie Ihnen langsam die Hoheit im öffentlichen Diskurs entgleitet und rufen in ihrer ganzen Panik zum „Kampf für die Verteidigung der Demokratie auf“.;Ohne_Angst
139;84;1;Mehr Hass gegen Mitbürger, die Sie nicht kennen, geht noch? Demokratie ist nicht Ihr Ding, gel?! Sie müssen AfDler sein. Eindeutig.;U. Witt
140;85;0;"""Der Kampf gegen postdemokratische Verhältnisse in der Bundesrepublik wird mit großer Entschiedenheit ausgefochten, aber ohne einen klar konturierten Feind. "" Der klar konturierte Feind für verständliche Artikel ist der Autor. Selten so einen verquirlten und verquarten Artikel gelesen. Was will  der Autor mir sagen. Ich habe nichts verstanden. Vielleicht kann ein kluger Journalisten-Kopf der ZEIT das Ganze in einfache Sprache übersetzen. Oder ist das jetzt das neue ""NIveau"" von ZEIT-Artikeln? ";KlausKlein
141;85;1;Ihr habt eh keine  Chance - wählt Grüne. Und hört auf zu Grillen.;Sonnig.Klug.Echt.
142;86;0;"Mal sehen, was Wagenknechts ""Aufstehen"" auf die Kette legt ab morgen. Bevor uns Grüne an die Kette legen.";Sonnig.Klug.Echt.
143;86;1;"Ja, ne, schon gestern. An der Kette. Weil man mal einen Veggie-Tag als Angebot in der Kantine vorfinden KÖNNTE. Weltuntergang. Staatstrauer. Blaubraune Schneeflöckchen-""Sorgen"".";U. Witt
144;87;0;People voting for things you like - democracy People voting for things you hate - populism;Referatsleiter
145;88;0;"Diejenigen, die heute vorgeben, ""die Demokratie zu verteidigen"" sind bei Lichte betrachtet wie die Ultrakonservativen von einst. Sie wollen ein festgezurrtes Weltbild und Gesellschaftsmodell bewahren, dass sich längst überlebt hat. Die begreifen nicht, dass Geschichte immer auch Wandel bedeutet und das Werte nichts unveränderliches sind, sondern sich ständig an die gelebte und manchmal auch nur gefühlte Realität anpassen. Die wirkliche Gefahr für Freiheit und Demokratie geht von jenen aus, die aus der Überzeugung heraus, das einzig moralisch richtige zu vertreten, den Rest irgendwie ""umerziehen"" oder zu ""Wohlverhalten"" zwingen zu wollen.  Leben und leben lassen, Toleranz und eine Grundskepsis gegenüber festen Überzeugungen sind das Rezept.";Lorenz_01
146;88;1;"Also die Anhänger der AfD, die als einzige ""gesunden Menschenverstand"" zu haben behaupten, keine ""Lemminge"" der ""Altparteien"" sind, ""Verantwortungsethik"" besitzen, gegen den Strom (der Wissenschaften) ohne jede Ahnung Dinge behaupten und Andersdenkenden das Schafott (wie in geleakten Chats deutlich wurde) und Ähnliches wünschen. Das ist AfD-""Toleranz"".  Das mehr als überlebte Weltbild lassen wir dabei noch beiseite. Wandel in die Vergangenheit braucht nun wirklich keine, zumal wenn diese schon Millionen Menschen in Elend und Tod geführt hat.  Versuchen Sie es doch mal mit einer ""Grundskepsis"" gegenüber den ""festen Überzeugungen"" Ihrer Gesinnungsgenossen? Wie wäre es damit - so auf Ihrem hohen Kritikross?";U. Witt
147;89;0;"+++ Es ist jedenfalls eine eloquente, die stimmungsrelevanten Positionen besetzende, akademisch ausgebildete und mit den Grünen aufgewachsene Generation. Ihr Engagement für die Freiheiten der Gesellschaft und die natürlichen Lebensbedingungen wird nur von der Expressionskraft ihrer Individualitäten übertroffen. +++ Hier zeigt sich schon die verzerrte Blickwinkel. Nur weil diese ""grüne Generation"" die Machtstellen der Republik besetzt, stellen sie noch lange nicht die ""Mehrheit"". Sondern haben den ""Marsch durch die Institutionen"" vollzogen. ( https://www.zeit.de/2016/... ) Es ist eine Art medial und ideologisch inszenierte ""Mehrheit"" (deutlicher Hinweis hierfür: die politischen Präferenzen politischer Journalisten als Vertreter dieser Generation vertreten eher eine politische Minderheit: https://de.statista.com/s... Sich als ""Verteidiger der Demokratie"" zu inszenieren, ist nichts anderes als der Kampf gegen den Verlust der Deutungshoheit.  Die üblichen Kommunikationsmittel hierzu: Der Versuch das Overton-Fenster der Debatte keinesfalls verschieben zu lassen (https://www.zeit.de/polit... ). Deswegen wird das Mantra ""Wir die Guten, die anderen sind die Populisten"" so oft wie möglich wiederholt. Funktioniert nur immer weniger und wirkt zunehmend wie reine Ideologie ohne Substanz.";kemal_acaröz
148;90;0;"""Fortschrittlich gegen die da unten Alle diskutieren über die Verteidigung der Demokratie. Steckt dahinter ein Kampf der neuen, grünen, progressiven Mittelschichten gegen die Modernisierungsverlierer?"" Also: Neu, grün und progressiv ? Wer oder was soll das denn sein ?";Consolato Generale
149;91;0;Ich möchte gar nicht lange auf diesen Artikel eingehen, dafür ist er mir auch zu sehr Wortgeschrubbel. Ich finde ihn einfach nur richtig schlecht.;BlauerClaus
150;92;0;Seit Merkels Grenzöffnung 2015, ohne Zustimmung des Bundestages bzw. Bundesverfassungsgerichtes, und die offene Unterwerfung im Falle der NSA-Spionage der USA im eignen Land, frage ich mich ernsthaft, ob die etablierten Parteien überhaupt noch ein Interesse haben, unseren demokratischen Rechtsstaat zu verteidigen.  Selbstverständlich ist es unsere Demokratie wert, verteidigt zu werden - gegen jeden, der unser Grundgesetz als verhandelbar erachtet.;manveras
151;93;0;Ich kann beim besten Willen nicht erkennen, dass die Demokratie in Gefahr ist, oder sogar, wie ich an anderer Stelle lesen konnte, in Deutschland präfaschistische Verhältnisse herrschen. Es ist überhaupt nicht ungewöhnlich, dass 15 - 20 % der BürgerInnen ein nationalistisches, fremdenfeindliches, rassistisches Weltbild haben und eine gut organisierte Partei diese zusammenführt. Dies gilt nicht nur für Deutschland, sondern ebenfalls für unsere Nachbarstaaten. Dagegen sehe ich, dass der Wohlfahrtsstaat in Deutschland sehr wohl in Gefahr ist und deswegen viele Menschen nicht zu Unrecht Angst vor der Zukunft haben.;wulewuu
152;94;0;Der Kampf um Demokratie im Westen ist ganz klar Klassenkampf von Oben, wobei es sich bis vor Trump eher sich so angefühlt hat wie Statuskampf in der Mittel/Oberschicht darum wer am besten nach unten treten kann. Nur hat die 2000er Liberale Koalition ihr Mandat verloren und jetzt wird eben um die Nachfolge gerungen, mit allem was dazu gehört. Für einige bedeutet das neue Koalitionen bauen, für anderen das “nach unten treten” zu maximieren. Mal schauen was bei rauskommt, wobei das ganze kein deutsches Phänomen ist, sondern in überall in Westeuropa und den USA beobachtet werden kann, eben in den entsprechenden landestypischen Ausprägungen, die hier eben die Grünen sind.;KönigX
153;95;0;Wie sagte Augstein so schön? Demokratie ist beim Bürger nicht gut aufgehoben. Nebenbei noch erwähnt, dass er links ist :) Bei weiteren Fragen zur Demokratie bitte die eigenen Haare rausrupfen und sich vollaufen lassen. Das ist zielführender.;IchunddieanderenDoofen
154;96;0;"Moralbetrunken. Selbstgerecht. Anmaßend. Gängelnd. Predigend. Rügend. Anklagend. Beschuldigend. Machtgeil. Respektlos. Irrational. Weinerlich. Scheinheilig. Das sind für mich Adjektive, die die Grünen beschreiben. Dass ein Teil der jungen Generation ihnen folgt, liegt schlicht daran, dass die Grünen seit 20 Jahren das Bildungssystem und die Medien erobern und sich die nächste Generation zurechtmoralisieren, ein unreflektiertes, aber energiegeladenes Fußvolk, das angeblich seine eigene Zukunft gegen den abgehalfterten ""alten weißen Mann""  aka das Patriarchat verteidigt,  in Wirklichkeit aber  nur an den eigenen Safe Spaces werkelt und weder von Energie noch von Geschichte noch von Wirtschaft  und schon gar nicht von Naturwissenschaften irgendeine Ahnung hat.  Wie viele Ingenieure stehen auf den linksgrünen Moralbarrikaden? Eben.";Fawlty
155;97;0;"Irgendwie wird mir in dem Artikel nicht so recht klar, was der Autor eigentlich zum Ausdruck bringen will... Wer aber so Aussagen trifft, dass ""Demokratieverlierer"" vielleicht guten Grund haben, an der Demokratie zu rütteln, der ist dem Leser die Erklärung schuldig, mit welchem System diese Verlierer denn heute besser dastünden.";Danke Margrethe
156;98;0;Der Artikel liest sich fast wie ein Plädoyer für den Absolutismus und erklärt gewisse Kollateralschäden für unwichtig. Die Demokratie als Oligarchie, die unliebsame ausschließt und ruhig stellt, indem sie ihnen die Stimme verbietet. Ob sich das die Väter unseres Grundgesetzes so gedacht hatten? Ich habe da Zweifel.;Kioto-Zeit
157;99;0;Für wen ist der Artikel geschrieben? Es war eine Quälerei ihn bis zum Ende zu lesen. Und ich habe wirklich versucht ihn zu verstehen. Aber ich konnte nur selten etwas Greifen. Ich stimme aus vollem Herzen dem ersten Kommentar zu, denn ich habe beim ersten Lesen genervt abgebrochen. Allgemeines Schwadronieren wird mir immer mehr zuwider. Wenns Probleme gibt, bitte konkret und genauer... und verständlich ohne Überhöhung, es viel auch das passende Wort Arroganz. Inhaltlich habe ich nichts von dem Artikel mitnehmen können.;GrünerBall
158;100;0;Ich habe den Artikel von Thomas E. Schmidt nun dreimal gelesen (beim dritten mal musste ich einen kleinen Obstler zu Hilfe nehmen) und gebe zu, dass ich immer noch nicht viel von dem verstanden habe, was der Autor eigentlich mitteilen will. Außer vielleicht, dass er munter in der Parteienlandschaft hin und her galoppiert, vage Ideologie-Krümelchen verstreut und irgendwelche Zusammenhänge zu Modernisierungsprozessen und ökonomischen Verhältnissen herzustellen versucht, die ich aber nicht verstanden habe. Insgesamt habe ich den Eindruck, dass Herr Schmidt keinen klaren Standpunkt vertritt, nach allen Seiten offen ist und mitunter den Faden verliert. Aber vielleicht irre ich mich auch und bin einfach nur zu doof.;Vicinus
159;1;2;"Schuld daran, dass es eine ""fiese"" Rechte gibt, ist alleine die aktuelle Politik. Diese Erfahrung durfte bereits die SPD mit der Linken machen. Gerade die AfD profitiert von schlechter Politik und braucht nichts anderes zu tun als abzuwarten und die Ernte einzufahren... https://www.zeit.de/polit...";Paraequilibrium
160;1;3;Es ist in Wirklichkeit viel simpler. Der Verteilungskampf um Ressourcen, Teilhabe, Meinungshoheit uvm.  wird zwischen denen ausgefochten, die sich aufgrund ihrer persönlichen Vita zu den aus der gesellschaftlichen Mitte verorteten Gewinnern (bösartig: Profiteure) zählen & sich einen soliden Lebensstandart, sowie eine weltoffene Haltung leisten können & wollen. Und auf der anderen Seite dieser Medaille sind diejenigen, denen aufgrund persönlichen Schicksals eben dieser Erfolg versagt geblieben ist & direkte Auswirkung eines (vermeintlich) politischen Versagen zu spüren meinen oder die es weiter in einen wenig spezifizierbaren sozialen Rang geschafft zu haben meinen, so dass ihnen die Angst aus jeder Pore ihrer Haut quillt, davon etwas zu verlieren. Logisch, dass für diese Gruppen IMMER die anderen Schuld sind, aber niemals sie selbst. Diese unterschiedlichen Sichtweisen & Haltungen werden von allen Seiten noch befeuert, so dass ein sachlicher Diskurs auf der Strecke bleibt.  Das Flüchtlingsthema ist haushaltspolitisch oder finanziell kein wirkliches Thema, aber ein straffälliger Flüchtling, möglichst noch direkt als Betroffener, in unmittelbarer Nähe kann diesen Blick verstellen. Eine Liste solcher Analogien lässt sich in beinahe allen Lebensbereichen (Mietpreise, Arbeitsmarkt, Sozialleistungen, uvm.) unendlich lang erstellen. Der Riss ist da. Aufklärung täte Not, cor allem, wenn für einige Menschen jede Quelle vermeintlich praktisch gleich viel Wahrheitsgehalt hat.;Cougar65
161;1;4;Und wie entschuldigen Sie die mehr als schlechte Politik der AfD, überall wo sie politisch mitmischt?;U. Witt
162;1;5;Für den Verfasser ist Bildung gleich Abschluss. Was ein ziemlich armseliger Gedanke ist. Schließlich habe ich gar keinen Abschluss und das System ist an mir gescheitert, was mich nicht daran gehindert Wörterbücher abzuschreiben, mich in Philosophie und Literatur zu bilden und Fremdsprachen zu lernen. Das ist schon fast das Weltbild eines Kastensystems das der Verfasser mit sich trägt. Aber was soll's, das Internet fragt nicht nach Abschlüssen und bezahlt mich in jeder gängigen Währung. Ich bin dann wohl kein Demokrat und Meinungs und Pressefreiheit bedeuten mir nichts! Einfach traurig. Einfach Traurig ihre Denkweise Herr Schmidt. Ich bin der wahre Gewinner der Moderne, ich mache alles selbst, nutze das Internet und schere mich nicht über Abschlüsse. Beim FBI arbeiten schließlich auch nur Quereinsteiger! :);Minervas lead
163;1;6;Entfernt. Doppelpost. Die Redaktion/ms;ibsche
164;1;7;"Thomas E. Schmidt ist Redakteur im Ressort Feuilleton der ZEIT. Oh Mann, wie kann man sich solche substanzlosen Überheblichkeiten nur zusammenreimen. Vllt. mag einiges in unserer Gesellschaft dysfunktional sein und eines ""progressiven"" Kicks bedürfen, die Wahrnehmung einiger/vieler Medienschaffenden jedenfalls ist offenbar deutlich neben der Spur bzw. ist durch ihre Hybris stark eingeschränkt.";GustavStruve
165;1;8;„Das Flüchtlingsthema ist haushaltspolitisch oder finanziell kein wirkliches Thema“ 50 Millarden Ausgaben jährlich sind für Sie also kein Thema? Dann klären Sie mich doch mal auf, ab welchen Kosten es für Sie zu einem Thema wird!;ibsche
166;1;9;Ein Abschluss in Sozialpädagik oder ein Master und Gender Studies  muss es schon sein.... ich habe mir allerdings lieber was ausgesucht womit man Geld verdienen kann. Also ohne Planstelle vom Staat von erzwungenen Steuern. So in echt, am Markt.;Frank.Kafka
167;1;10;"Man darf wohl auch fragen, ob immer weiter die große Koalition zu verlängern wirklich gut für die Demokratie ist. Früher gab es zumindest noch SPD gegen CDU, da wurde sich noch leidenschaftlich gestritten. Heute machen SPD und CDU gemeinsame Sache - Opposition ist quasi nicht existent.  Gegipfelt hat das dann 2013 in einer Sitzverteilung im Bundestag bei der die Koalition gut 80% der Sitze hatte. So einen Bundestag kann man sich quasi schenken, denn 80% der Zeit nur der Regierung zuzuhören, wie sie sich selbst für ihre tollen Einfälle beglückwünscht erinnert trotz Wahl mehr an eine Diktatur als an einen echten Wettkampf der Ideen. In der Folge ist das dann 2017 ins genaue Gegenteil umgeschlagen.  Die AfD profitiert nun besonders sich davon sich als vorgebliche Alternative zu vermarkten. Mit anderen Worten ""Wenn ihr keine große Koalition mehr wollt, wählt uns"". Meine persönliche Meinung dazu ist, dass die meisten AfD Wähler nicht wirklich wollen, dass die an die Regierung kommen. Es steht eher das Gefühl der Machtlosigkeit ggü. der GroKo (""egal wen wir wählen, am Ende wird's eh eine GroKo"") im Vordergrund.";RatioDecidendi
168;1;11;Sorry da kann ich leider nicht mitreden. Ich kann mich nur über die Studierten echauffieren während ich die Welt nicht mehr verstehe und mir die 80er zurückwünsche. Schließlich bin ich ein Verlierer der Moderne!;Minervas lead
169;1;12;"""... wird nur von der Expressionskraft ihrer Individualitäten übertroffen"" Merke an: Von der Expressions- und Subpressionskraft. Zitat dazu: ""Entfernt. Bitte verzichten Sie auf überzogene Polemik. Danke, die Redaktion ..."" Immer wieder zu beobachten, vor allem bei gewissen Heilige-Kuh-Themen, die aus gegebenem ""Anlass zum Kämpfen"" geradezu obsessiv gepuscht werden. Kritik, Spott, Sarkasmus, gar: Zynismus wird da offenbar als eine Art Gotteslästerung empfunden ...";Wir sind von Futur umzingelt.
170;1;13;"""...die sich aufgrund ihrer persönlichen Vita zu den aus der gesellschaftlichen Mitte verorteten Gewinnern (bösartig: Profiteure) zählen & sich einen soliden Lebensstandart, sowie eine weltoffene Haltung leisten können & wollen."" Aber wieso soll sich nur ein Modernisierungsgewinner eine weltoffene Haltung leisten können & wollen? Ich finde da wird viel in einen Topf geworfen, wie in dieser Passage des Artikels: ""Und zugleich wird dieses Gefühl latenter Zukunftslosigkeit von Modernisierungsgewinnern energisch dementiert. Sie legen Zukunft in einem Sinne aus, der Zweifel, Angst und Melancholie ausschließt, stattdessen noch mehr Integration und Partizipation fordert, mehr Europa und mehr Feminismus, eine noch gesündere Lebensführung, den korrekten Sex, mehr Plattform-Ökonomie, weniger Kohleverstromung: Alles ist so evident."" Hier wird wirklich jedes Klischee des abgehobenen Großstadthipsters bedient. Die Frage die bleibt ist: was ist denn weltoffen? Kann ich denn nicht weltoffen sein und für einen vernünftigen(!) (aber eben nicht schrankenlosen) Welthandel? Kann ich nicht weltoffen sein und der Plattformökonomie kritisch gegenüber stehen? Im Artikel wird im Wesentlichen unkritisch die Rechte Erzählung aufgegriffen...";Cornfed
171;1;14;Wo nehmen Sie 50 Mrd. jährlich her? Hier hieß es 78 Milliarden Euro bis 2022: https://www.zeit.de/polit...;RatioDecidendi
172;1;15;"""Ihr Engagement für die Freiheiten der Gesellschaft und die natürlichen Lebensbedingungen wird nur von der Expressionskraft ihrer Individualitäten übertroffen."" Ich sehe da Ironie.";sonicprisma
173;1;16;"""Ich sehe da Ironie."" Ich Selbstvermarktung.";Wir sind von Futur umzingelt.
174;1;17;Ich finde den Artikel extrem gelungen. Jemand aus der grün- akademischen Filterblase sagt der grün-akademischen Filterblase, dass sie eine ist. Und zwar eine, die sich als einzig legitimer Verteidiger der Demokratie geeiert, in dem sie mit massiver medialer Unterstützung Demokratie mit den Inhalten ihrer Filterblase geleichsetzt. Und allen anderen Auffassungen ihre Legitimität zu nehmen versucht. Genau das erleben wir gerade. Und obwohl ich nie rechtsradikal war, akademisch gebildet mit qualifizierten Job bin und einen Blaumann nur vom Hörensagen kenne, werde ich mit allem Mitteln gegen diese Blase kämpfen;Robert Nozick
175;1;18;Vielleicht überprüfen Sie Ihre Zahlen und/oder Quellen, denn aus dem Haushaltsetat des Bundes & der Länder stammen diese Werte nicht.https://www.bundeshaushal...;Cougar65
176;1;19;Bei 1,3 Billionen Gesamtetat & ca. 520 Mio.  im Sozialetat reden wir über 6% aller Ausgaben des Bundes - & NUR des Bundes.  Bezieht man die Länder mit ein, wird der prozentuale Wert noch kleiner. Irgend ein Problem für eines der wirtschaftlich stärksten Länder der Erde mit quasi unbegrenzter Solvenz??? Wohl kaum.;Cougar65
177;1;20;"Ja, zugegeben. In den paar Zeilen hier verkürzt, aber im Kern korrekt.  Auch die, die als Gewinner tituliert werden, können & sollen durchaus kritisch sein. Und meiner Erfahrung nach sind sie das auch. Aber in der Sache unterwegs zu sein ist angesichts hochkochender Emotionen vielleicht manchen zu wenig, da leider unaufgeregt & ""unsexy"" (etwa wie Frau Merkel oder die SPD...ua.).";Cougar65
178;1;21;Das sind alleine die geschätzten Kosten für den Bund.Die Haupt Last tragen Länder und Kommunen.;Balduin von Hammelfuß
179;1;22;"""Und auf der anderen Seite dieser Medaille sind diejenigen, denen aufgrund persönlichen Schicksals eben dieser Erfolg versagt geblieben ist & direkte Auswirkung eines (vermeintlich) politischen Versagen zu spüren meinen..."" Genau so sehe ich das auch. Nur, dass sich diese Gruppe auch noch tagtäglich einreden lässt, sie hätte etwas zu verlieren. Sie sind diejenigen, die etwas schaffen und die sich abschinden (was stimmen mag). Und sie wären auch diejenigen, die von einer sinnvollen Umverteilungspolitk negativ betroffen wären und sich vor Sozialschmarotzer fürchten und schützen müssten.  Dann wird auf Jahrzehnte gegen ihre eigenen Interessen gewählt, da sie sich auf Seiten jener Bessergestellten (gemeinhin Leistungsträger genannt) wähnen, welche ihre Vermögen nach unten schützen müssen, und helfen damit vor allem jenen, welche tatsächlich ihre riesigen Vermögen nach unten schützen müssen. Just jene, die auch gleichzeitig die Sorgen über die spätrömische Dekadenz unter Sozialschmarotzern und Flüchtlingen in das Ohr der Bevölkerung flüstern. Ja und der (nicht belegbare) Anstieg der Kriminalität erst! Und diese Einflüsterer sehe ich vor allem rechts von der Mitte, inklusive der schwarzen Parteien. Da ist nicht besonders viel rot oder schwarz. Der schwarz-wirtschaftsliberale Block ist derjenige, welcher überwältigend lange die Macht in diesem Land inne hatte und sich beim Sozialneid schüren nicht zurückhielt. Zumal das auch die einfachere Variante zum Überzeugen von Wählern ist.";Friedrich Nietzsche
180;1;23;"""Bei 1,3 Billionen Gesamtetat & ca. 520 Mio. im Sozialetat"" Dieser ""Etat"" besteht zu 35% aus Arbeitgeberanteilen und 35% Umlagerente. Der reale Etat ist viel viel viel kleiner als sie sich hier schönrechnen. ,)";JeffCat
181;2;2;Nachdem ich den Artikel ganz gelesen habe, nehme ich das zurück.;Mac Tonight
182;2;3;"Denken kann von Artikel-Lesern schon verlangt werden. Ist halt anders als in der rechten Presse, wo es um ""Glauben"" geht und Fakten nichts gelten.";U. Witt
183;2;4;Das Ende ist nur der Schluss des Autors, den man ja nicht mittragen muss. Im Grunde ist es das, was Giovanni Di Lorenzo auch schon schrieb. Die intellektuelle Hegemonie der Grünen brachte eine rechte Opposition hervor. Mein persönliches Fazit ist, dass Umweltschutz, progressive Gesellschaft, Einwanderung und politische Integration der EU richtige Themen sind. Nur muss man sie im richtigen Tempo bewältigen. Das sind beim CO2 Jahrzehnte, bei der Einwanderung viele Generationen, bei progressiven Gesellschaftsveränderungen vielleicht 2-3 Generationen und bei der EU noch 150 Jahre. An Links gerichtet: seid geduldig. An Rechts: findet Euch langfristig damit ab. Und jetzt können wir uns wieder alle lieb haben...;Danke für dieses Geräusch
184;2;5;Sie meinen ganz sicherlich die linke Presse Merken Sie was?;JohnHoss
185;2;6;Wer solche Sprüche bringt sollte schon etwas konkreter werden. Von welchen Fakten sprechen sie denn?;Sir Hammerlock
186;2;7;Entfernt. Bitte verzichten Sie auf überzogene Polemik. Danke, die Redaktion/ms;Mac Tonight
187;2;8;Selbsterkenntnis? Selbstbeweihräucherung eher. Der Autor bemüht sich so um Eloquenz so scheint es, dass es am Ende fast egal ist, was er eigentlich sagen will. Ich mache es mal als für Dummies. Die Grünen, insbesondere die, die in Amt und Mandat kamen, würden am Markt hartzen. Und weil das so ist, und sie dennoch 5stellige Saläre einstreichen, dabei mit Verachtung auf den kleinen Mann schauen, ihn belehren wollen und ihm gleichzeitig die EEG Kohle aus der Tasche ziehen, ihm einen Selektionsdruck via Kulturimport bescheren, weil das so ist wie es ist, gibt es unter anderem die AfD. Meine Verachtung für diese Grünen ist enorm.;MichelsNemesis
188;2;9;Das lesen Sie als Zusammenfassung? Da kann man nur erwidern: 6!Setzen!;Ewaldus
189;2;10;Der Kommentar, auf den Sie Bezug nehmen, wurde bereits entfernt.;der Eine Ring
190;2;11;Ich lese eine Menge pseudointellektuelles Geschwurbel. Sorry, dass ich das so hart sage. Aber der Pulitzer wird nur für englische Arbeiten vergeben. Was fassen Sie zusammen?;knorcredaktionspraktikant
191;2;12;Entschuldigung Herr Lehrer. Mein Interpretationsspielraum scheint zu groß zu sein? Können Sie mir nicht eine 4- geben? Ich wäre froh, wenn Sie mich hier korrigierten. Vielen Dank!;MichelsNemesis
